x1,x2,x3,x4,x5,x6,y
-1.17494,-1.24197,-0.28978,0,3.58749,-1.14139,-1.66028
-0.11506,-1.56316,0.16785,0,3.712,0.18848,1.45501
2.49382,-2.40071,-1.55096,1,0.86253,-0.33183,-4.13625
-0.91076,0.12248,-0.73666,1,2.78269,0.60022,-2.41461
-0.74028,1.30948,1.79904,0,0.16502,0.76595,-0.70894
0.48474,-0.69051,-1.46748,1,4.65935,1.17226,-2.70454
-0.58371,0.89818,0.9287,0,1.77676,-1.16656,1.61058
-1.20294,0.98381,0.78182,1,0.99275,-0.86873,-0.15779
2.97348,1.36141,1.78139,0,2.94884,0.47586,-2.04603
-0.16525,2.26007,2.16484,0,4.51067,0.6907,1.87582
-1.59891,0.21499,-0.45596,0,4.65567,0.64247,-1.52783
-1.17887,-0.77649,0.88558,1,1.02547,-0.64029,-2.2163
1.08022,-0.28294,0.35314,0,4.42239,-1.50891,1.93807
-0.10105,0.89308,0.54405,0,0.39736,1.27198,1.7284
1.39925,3.05224,4.43528,1,0.44739,0.24706,14.0316
1.32974,0.92664,0.4078,1,2.88623,0.33269,2.9399
0.25725,0.65125,0.24824,1,4.56011,-0.06313,3.61425
-2.73839,0.25962,1.0048,0,4.21865,-1.34922,-12.06688
1.25063,-0.80218,0.37088,1,2.08182,0.11474,2.59226
0.08066,0.33095,0.07489,0,1.69268,1.5575,3.26113
-1.05746,0.4713,-0.10613,0,2.38828,0.85114,1.25832
-1.54711,-0.56152,-0.32846,1,3.57902,-1.36716,-5.31016
-0.25928,1.95671,0.80415,0,0.71274,-0.00167,-0.00883
-2.40234,0.47434,0.3893,0,4.79183,1.30752,-5.3476
-0.88517,-1.40129,0.09644,1,3.49093,0.3705,1.48601
2.1572,1.05312,0.3557,0,1.0644,-0.56221,0.45765
-2.54123,1.69673,1.09803,0,0.39663,-0.41267,-12.07741
-1.68451,-1.61902,-0.1644,1,2.06346,0.99303,-3.20072
0.43395,0.11223,0.45276,0,1.7527,0.04631,2.57219
-0.99456,-0.64406,-0.16132,0,1.91458,1.25563,-3.62226
-1.04235,-1.52564,-1.7495,1,4.28957,0.15172,-4.67132
-1.52827,0.14255,-0.16202,1,2.20438,-1.53218,-1.24034
1.64537,-2.29689,-2.48285,0,1.85236,0.08194,0.99262
2.31845,-2.46198,-1.47158,1,4.13802,-1.4954,0.92227
-2.12296,0.91183,-0.57381,0,3.71368,1.30043,-6.09718
1.53046,-1.42061,-1.26813,0,2.37228,0.31172,3.3275
2.08616,0.9623,0.43021,0,2.34625,-0.44531,2.19145
0.21817,0.13676,0.7293,0,0.30189,2.00429,2.74633
1.73554,0.94593,-0.01024,0,0.90107,-1.56551,4.93556
0.30527,0.84823,0.30828,0,1.16523,1.35856,0.39261
-1.69297,0.75048,1.0811,0,0.91933,-0.32609,-2.2657
-1.79305,-0.18686,-1.47508,0,2.75947,0.07495,-8.02572
-2.09072,0.22001,0.09286,0,3.85702,-1.25199,-4.45843
0.20819,2.46568,1.32989,0,3.04062,-0.6481,3.73413
2.6003,1.05234,0.76073,0,1.70747,-1.12462,0.2455
2.15809,0.94196,-0.47217,1,2.25149,-0.35699,1.98186
-2.86181,1.70969,3.546,1,2.50403,0.95615,-1.13673
2.62555,-1.21029,0.18624,0,4.48565,1.75371,1.8026
0.47053,0.90444,0.4533,1,2.45149,-0.15508,6.54687
1.77503,2.0245,2.00831,0,2.57655,0.29122,1.82641
0.76808,1.33944,-1.10484,0,0.10177,0.17995,0.43802
-2.02497,1.28385,0.99758,0,3.72229,0.60034,-13.47814
-0.8585,0.07596,0.42923,0,0.40415,-0.83779,-0.68224
1.83502,0.08632,0.20799,0,2.50593,-2.75244,2.03218
0.79854,0.26452,0.04261,0,1.90827,2.3804,4.76813
-0.80301,-0.92566,-2.2256,1,0.28339,2.50408,-6.52334
1.02228,0.03084,-0.91577,1,1.16084,2.10112,-0.17712
1.90477,-1.20396,-1.15556,0,1.27273,-1.21659,3.76442
-1.88693,0.15542,0.98306,0,0.23752,-1.2919,-2.78591
1.52743,1.08288,2.23244,0,4.89803,0.28516,2.05713
-1.47628,1.24423,0.35147,1,4.97341,1.08103,-1.68062
2.92124,1.49467,0.32611,1,4.14484,0.6083,-0.79416
2.02524,0.24445,-0.93649,1,4.47401,-0.85754,1.98656
-1.12694,2.62938,1.37638,0,4.83356,-1.61178,2.29542
2.74061,-0.42068,-0.02875,1,3.28323,0.53043,-2.00283
-2.96357,-0.14646,0.40433,0,1.22419,-0.70504,-10.75286
-1.98887,0.14854,0.51887,1,2.75067,0.45338,-4.24611
1.84001,0.02241,-0.7577,0,1.28647,-0.40314,2.72381
-1.42291,-0.12062,-1.23905,0,1.37841,-0.96398,-3.19311
-2.47368,0.70181,0.11612,0,3.89489,-0.43909,-8.55467
1.71359,0.54789,0.37838,1,3.59522,1.31766,4.08809
0.51563,1.02995,-0.35047,0,1.18232,0.47769,2.12451
0.52894,-0.51508,-2.06594,1,4.85256,-1.41849,-4.69139
1.30453,-0.37995,-0.70686,0,1.12822,1.78892,2.16758
-2.89423,0.52394,0.20007,1,2.9675,-2.20398,-5.53459
-2.13851,-0.0499,-0.46313,0,2.93348,-1.17281,-3.67093
-1.39396,1.65824,2.05987,1,2.27142,0.41689,-1.59591
2.0682,-0.23173,-0.83335,0,2.33767,-0.82333,0.31191
0.85767,-0.5334,-0.87444,1,0.15547,0.1577,-0.42328
-0.17405,0.01629,-0.12242,1,4.21278,-0.5042,1.53647
-2.22033,-0.14245,0.45024,0,4.12449,-0.08817,-8.51527
-0.70562,-0.35192,-0.25597,1,0.55057,0.64898,-0.90907
1.80326,-1.93347,-1.13843,1,2.11636,1.17034,-0.15922
-2.88296,-1.36906,-0.79007,1,1.58213,1.21361,-13.63259
1.02397,-0.9039,-1.01532,0,2.0302,-0.29297,4.09041
1.28637,0.95027,-0.15716,1,4.6743,-1.23299,2.41018
-1.86004,-0.55894,0.22947,1,3.80439,-1.36126,-7.12864
1.2987,-1.09847,0.08633,0,3.78347,-1.54823,6.31903
0.54035,-0.71659,0.12986,0,4.22689,2.21901,1.10523
2.41801,0.02471,-0.21703,0,2.90471,-0.03785,2.90802
0.73798,-0.49493,-1.21509,1,0.01483,-0.40653,-1.45046
-1.84184,-2.26828,-1.9587,0,3.68647,-0.71304,-5.75921
-0.91365,-0.44421,0.44532,0,0.08478,1.70573,-2.43267
0.55211,1.02001,1.84338,0,0.70589,1.03483,3.22216
2.62998,0.56138,0.15056,0,3.48854,1.32691,1.14795
1.73681,-0.27056,0.32158,1,1.32712,-1.43705,2.21071
-1.52327,-0.07292,0.06314,0,2.06472,0.1007,-2.84068
1.00668,-1.16647,-1.62388,0,4.56663,1.06171,1.9512
1.6553,-1.17503,1.07657,1,1.36748,-0.54151,4.3368
2.50494,-0.68116,0.08771,0,1.30047,-0.2755,1.30163
-2.08918,-2.32711,-1.97317,0,2.07554,0.7867,-8.98076
0.60769,1.05094,1.27992,0,1.54736,-1.89274,1.57312
0.39512,1.76319,0.64404,1,4.02426,-0.65763,2.01144
-1.82752,-0.77908,-0.06281,0,2.00081,0.31352,-4.94986
1.16714,-0.95389,0.32064,1,1.09598,0.55917,2.00474
-2.98023,-1.08399,-0.31903,0,4.1942,1.1917,-10.91435
1.48893,0.01839,-0.12538,1,0.99936,-1.22956,1.55709
-1.8232,-0.30267,-0.2307,0,3.8308,-0.07105,-5.14046
0.09881,-0.45727,-0.36342,0,2.87148,-0.26303,-0.04455
-2.11344,1.28695,0.66253,0,4.56719,0.36683,-6.18633
2.63643,0.6318,-0.39601,1,3.23799,-0.45687,2.34773
2.44539,0.73338,2.01317,1,4.44211,0.42874,6.97293
1.80506,-0.25792,-0.08163,0,1.28694,0.59695,0.55043
2.98152,0.98303,0.91214,1,1.7161,0.62374,6.51509
-2.30555,0.39119,0.79447,1,0.06867,-0.47763,-2.47909
0.43111,-0.0264,-0.27668,0,4.98885,-1.05618,1.88115
1.42726,0.05678,0.46851,1,2.06081,0.05994,4.55265
-0.81174,-0.74945,-1.06209,1,1.97403,-0.1525,-4.38931
-0.68541,2.17682,-0.00631,0,4.09786,0.21685,-0.9447
-1.4823,-1.171,-1.15051,1,2.28402,-1.17153,-2.31493
-1.13408,-0.1443,0.41446,1,3.75914,-0.86118,-2.00983
-2.10698,0.95358,0.41598,0,4.43429,-1.33755,-6.22579
-2.66198,0.26328,-0.37106,1,0.43786,0.38839,-7.45141
1.33126,0.63906,-0.7042,1,2.69026,-1.22888,2.20602
2.9128,-0.51833,0.2679,1,2.86418,-0.26977,0.68679
1.15379,1.74685,2.16763,0,0.53481,1.22584,1.40977
2.43758,-0.69814,-0.98739,1,4.30616,0.23213,-3.13854
-1.36749,1.48532,1.46534,0,3.41895,0.79818,-3.79745
-0.22511,1.62994,1.97433,1,3.82915,1.38465,4.41958
-1.37287,0.51235,-0.35875,1,1.21898,0.37536,2.34353
0.4461,-0.70471,-0.20772,0,1.32997,-1.05162,0.68542
-0.80154,1.3631,0.97756,0,0.62944,-1.24091,-2.37981
0.2075,0.85018,1.37896,1,1.70414,0.33734,5.77452
0.73578,-0.32381,0.5041,0,4.07255,-1.33269,1.57458
1.21031,0.28677,0.56425,0,4.51171,-0.39585,3.83519
-0.27315,0.82775,0.94442,1,3.55314,-1.87839,4.43247
-0.83218,-0.53587,0.50912,0,1.77793,-0.19305,-1.91924
0.37641,-1.08371,-1.87086,1,0.77771,0.64436,-2.66463
-2.3866,-1.71701,-1.15532,0,2.6685,-0.07763,-8.74113
-2.71561,0.22772,0.22839,0,1.47827,0.21284,-18.00516
-2.01451,-1.51309,-1.37965,0,4.3052,0.84527,-3.70132
-2.28622,0.6784,-0.00147,1,0.60897,1.74068,-5.29602
-0.71234,-0.38795,-0.95298,0,0.15654,1.32706,-2.20872
-1.75944,1.57829,1.83575,0,1.86397,-0.91963,-5.44773
-2.2685,-1.89721,-1.33808,1,3.07986,-0.41443,-7.56681
2.72836,0.91946,1.42702,0,2.16313,-0.40466,3.97558
-1.76994,0.40801,-1.64476,0,3.56957,-1.32818,-4.52365
1.52127,-0.4659,-0.67134,0,2.54435,-0.09137,2.67207
-2.11373,2.1003,0.97838,0,2.09007,2.25186,-6.50469
1.36178,0.39272,0.3023,1,3.0712,-1.21368,5.44955
-1.42956,1.12736,0.96125,0,2.64603,-0.54238,-2.35162
-0.43374,-0.61875,-0.21091,0,4.70721,0.70113,-0.96716
2.39347,-0.13889,0.17051,1,1.52064,-1.11477,1.75631
-1.75773,-0.96035,1.09519,0,0.67104,0.42935,-6.23755
1.68544,1.8386,1.39894,1,4.87063,-1.64506,3.45349
2.67975,0.77998,0.73301,0,2.80926,-1.42489,4.91893
0.5927,1.18694,0.81666,0,1.68234,0.21738,1.71818
-2.28072,0.69326,0.43564,0,4.74002,0.38776,-5.89017
1.6982,-0.56743,-0.16581,1,1.97683,-1.00224,-1.47463
0.92459,-0.46428,-1.4841,0,2.9319,1.48522,1.08738
1.05541,0.37582,1.9508,1,1.38396,-2.2752,7.29362
-1.99292,-0.13083,-0.35197,0,0.05994,0.53909,-10.20512
-2.65634,0.12729,0.57522,0,3.71914,-0.60666,-8.48581
-0.85911,0.73502,1.55292,0,4.17919,-0.58976,0.61873
1.25398,-0.24786,0.63187,0,1.15217,0.62238,1.53106
-0.83476,0.01305,1.42943,0,1.3643,0.00864,-1.1016
-0.9246,0.56598,0.38113,1,2.2397,-0.04175,0.72682
1.45751,0.28344,-0.10419,1,2.65564,0.89744,1.98439
1.17693,-1.25745,-0.23634,0,0.4611,-0.80654,3.68257
0.09033,-1.52701,-1.33348,0,1.72972,-0.04614,3.52768
0.45883,-0.37813,-0.82377,0,0.1037,0.91528,1.35661
-2.41103,-0.00138,-1.53759,1,3.50206,-0.37963,-9.95918
0.65414,-0.9749,-0.65471,1,4.08893,1.183,0.53543
-0.2152,-0.02106,0.81759,1,4.17831,-0.60804,3.67203
-2.26019,-0.42452,-0.91786,1,3.55041,1.71478,-9.74074
-2.18739,0.93492,0.22251,0,1.62496,0.32335,-7.84033
2.86088,-0.68724,-0.70531,1,1.11887,-0.46102,-9.43151
2.88857,-0.44942,-0.59946,0,0.73238,0.38425,0.84191
2.32111,0.10281,-0.62395,0,3.5226,1.03999,2.60769
-0.90951,-0.1798,0.31013,1,2.32277,1.86914,0.18213
2.94119,0.89313,-0.13922,0,4.53836,1.53167,1.81623
1.43765,-0.80579,-0.71334,0,0.79373,-1.93369,0.9062
-0.43501,-0.64088,0.71236,1,0.53921,-0.76616,3.05834
-1.10644,-0.38666,-0.64272,0,2.91199,-0.76148,-2.66324
1.74167,0.20723,-1.01502,0,2.80712,-0.56306,2.24916
2.66385,-0.00974,0.3523,1,1.19893,2.89748,-0.48486
-2.14292,0.33203,0.50063,1,1.20903,-1.18021,-4.40958
-1.78152,0.85785,0.7078,0,0.54918,-0.54194,-5.50661
1.29401,-0.18729,0.50648,0,0.51573,0.26835,1.28765
-0.86448,0.67624,0.9834,0,0.5523,0.17958,0.80288
-1.88269,0.62027,-0.00096,0,1.81481,0.36895,-4.4284
0.29466,1.61408,0.41774,1,0.69684,1.32881,1.93116
1.55922,2.42275,2.43674,0,0.25134,-1.07403,1.81335
-2.45761,-0.26471,-1.13479,0,1.38367,0.61074,-9.92924
-0.73868,-0.41793,-0.49754,1,2.90414,-0.33056,-3.23801
-0.7384,1.43534,1.43776,0,1.39915,-2.42029,-1.02774
2.07072,-0.89266,-0.3537,0,4.43467,-2.10248,4.45112
-0.4114,-1.6829,-1.30701,0,0.52111,-0.9247,2.26877
-2.52746,-0.9446,-1.26006,1,4.99617,-0.81208,-11.44283
0.58912,-1.135,-1.50426,1,1.40542,0.07383,-1.19812
2.73874,-0.09078,1.64231,1,3.9393,-0.59761,3.72445
-0.01339,-0.05483,-0.07544,0,4.22201,-0.00336,0.37041
0.04365,1.51257,0.51522,0,0.38401,-1.73923,1.05139
2.44571,-0.65201,-0.14038,0,4.59573,0.30274,0.56232
2.8816,-0.85712,0.01224,0,1.06149,0.57129,-0.25351
-1.2333,1.4829,0.47426,0,3.86436,0.436,-3.34727
-0.07428,-1.49773,0.09001,1,0.97536,-0.74553,3.2007
0.00693,-0.99245,-0.46974,0,1.58039,2.41243,0.8006
0.83192,-0.08662,-0.95227,0,4.66548,-0.98998,2.49533
2.13871,-0.39491,0.23275,0,3.0403,-1.83891,0.44905
2.10715,0.81497,-0.07497,0,0.23208,-1.40603,2.73413
-0.79275,1.03294,-0.1921,0,3.71253,-0.33078,-0.32875
1.85494,-0.57827,-1.04037,0,1.43549,-0.71215,1.4026
-0.36079,0.9773,0.46209,1,0.66329,-0.50394,2.84926
2.41789,-0.68556,-1.18493,1,4.91182,0.71512,-3.5336
-2.71683,0.52938,0.18911,0,4.09397,-0.53143,-9.01506
-2.35203,0.58987,1.08133,1,2.22633,-0.67391,-3.51643
-0.84014,0.51732,1.18137,0,1.57709,-0.35797,0.61939
0.11396,0.70427,0.47265,0,0.93213,0.24065,2.95097
-1.33194,0.2063,-0.68843,0,3.93821,0.76467,-1.55278
2.7647,0.18285,-1.55134,0,2.48414,0.35117,1.19321
-2.58888,2.4141,0.71747,1,2.48808,-0.69627,-6.48327
-1.3546,-1.37116,-0.75776,1,0.87262,0.29789,-1.9085
-1.88355,0.1412,-1.02438,1,3.1413,-0.68338,-2.4627
-2.00625,-0.98068,-0.20248,0,3.45873,0.97439,-9.61971
-1.16745,1.86573,0.61153,0,4.4833,1.0866,-3.25478
-2.64605,-1.02043,-0.7906,1,1.40859,-1.79626,-10.19125
1.15156,0.39332,0.82928,1,3.49607,0.66993,7.93508
-2.00938,-1.87789,-1.94357,1,1.8596,-0.71401,-11.49398
-2.75671,-0.01774,-1.38227,0,3.12451,-0.63471,-10.63566
0.61935,-0.57824,-1.23118,1,1.93013,0.08259,-3.04492
2.45074,-0.13873,0.43041,0,3.48898,-0.88952,2.91988
-0.78947,-0.66975,-0.07036,0,3.96015,0.86438,-2.1184
1.50294,0.17783,-0.4008,1,2.05959,-0.29274,2.50351
-2.01041,0.57176,0.77871,0,2.52316,0.96905,-2.57351
-0.91654,1.5312,-1.34206,1,1.92177,0.33112,-5.97043
2.12541,-1.06349,-2.36078,0,4.6878,-0.31334,3.39013
1.8717,0.05447,0.29738,0,3.5402,-0.44629,5.78746
-0.91302,0.54403,2.46105,0,0.47793,1.46131,2.40443
2.68663,1.48868,0.63975,0,2.40889,-0.35156,-0.51136
-1.78526,0.74625,0.57962,0,4.85958,-1.26504,-3.02858
-2.47629,-0.22568,0.56075,1,3.38311,-0.25086,-8.52729
-0.26599,-1.2647,0.04314,0,1.57092,-2.41923,1.73286
-1.56216,0.48775,-0.20229,0,3.89245,-0.67905,-3.63079
0.69608,-0.01872,-0.19089,0,4.64056,-1.65093,2.88675
-0.70395,-1.01215,-1.02507,0,2.70634,1.36023,-0.26976
-1.32764,-1.74606,-1.27868,0,3.16329,-0.35203,-0.13151
0.79905,0.86074,0.89825,0,1.94639,-0.00841,3.55334
2.15439,1.11889,1.30851,0,0.41586,0.30176,1.92472
-0.00392,-1.78982,-1.56293,0,1.16901,-1.64834,3.578
-0.38204,1.09808,0.43011,0,2.68472,1.25662,0.96723
-2.99916,-1.26175,-0.138,0,2.41946,-0.72036,-8.71506
1.18234,0.35448,-0.12362,1,2.89114,-0.20896,10.79276
2.09098,0.07431,-0.74963,0,3.44701,0.09852,0.90489
-2.95707,1.20612,1.66561,1,1.03911,-0.42688,-9.19378
-0.03543,1.50562,1.60575,0,4.30152,1.58854,-0.79858
-1.62665,-0.52546,-0.73171,0,1.05246,-0.67917,-5.4706
-2.46052,2.43695,0.73145,0,4.02366,-0.58312,-3.32493
-2.12666,-1.39452,-1.45871,0,4.31698,-0.24856,-5.24322
-2.82547,1.13619,0.82764,1,2.08998,-0.16246,-8.83271
-1.45082,-0.1465,0.08168,0,3.2941,1.77549,-4.45855
-2.13299,-0.23424,-0.7617,1,3.61463,-0.34571,-8.16885
-2.68005,-1.30404,-0.66984,0,4.62382,-0.74652,-10.20293
2.17159,-0.45337,-0.64355,0,1.50085,-0.79036,-0.48836
-1.23974,1.63679,0.59556,1,2.47064,-1.6231,-2.77623
-0.376,0.18758,0.19473,1,1.07635,-0.93123,1.78824
1.37611,1.47806,1.76783,1,3.42153,1.183,6.41323
0.01917,-1.41204,-2.23372,0,3.18028,0.14355,3.04587
1.1732,-0.44692,0.11236,0,3.31926,-0.23158,1.85024
1.64045,0.18365,-0.62677,0,3.53158,0.6489,12.01724
2.87307,-0.60586,-1.09382,0,3.2522,-1.93596,-1.67397
2.18744,-0.25131,-1.00543,1,3.11,-2.75035,1.26068
-2.06612,-1.0648,-1.5905,0,1.52651,1.72129,-7.11007
1.68641,0.32004,-0.19895,1,0.03429,0.85545,3.14622
2.04703,0.84599,1.23431,1,1.0407,-0.37081,5.13387
1.75394,-1.52891,-2.69748,0,2.14573,-0.14815,4.21799
-1.58349,-0.61443,0.05201,0,4.9875,0.04999,-4.45648
2.18066,2.38771,2.19335,0,0.16223,0.88635,2.40912
0.33321,-0.35504,-0.54895,1,3.3717,-0.97111,-0.491
-1.45154,2.12263,1.72962,0,3.31778,-0.26672,-3.53382
-0.64065,-2.18078,-0.91449,1,2.47492,0.25886,-2.48176
-0.59337,-2.31019,-1.45994,1,1.35302,1.07848,-4.76682
2.91703,-0.48229,-1.03816,0,2.42022,0.27249,1.75239
-2.87963,-0.48613,-0.92081,0,0.95511,0.15371,-14.16069
-1.11665,0.53733,-0.82555,0,1.56173,0.01005,0.78683
-0.61283,0.70048,-0.50146,1,0.42709,-1.64469,-1.16074
-0.36728,0.23132,2.08925,1,3.65239,-0.2249,7.87862
2.53277,-0.79141,-0.61446,1,3.11529,1.08717,-0.18907
1.05279,-0.81853,0.1636,0,0.88932,1.0151,1.25421
1.20514,0.47697,0.14605,0,0.89132,-0.35524,4.20711
-1.69862,0.3471,0.27743,0,3.66371,1.40864,-1.49075
1.78358,-0.2973,-0.4934,1,0.43076,-0.11948,7.82872
2.3595,-1.74333,-0.06555,0,0.58442,-0.53018,4.09733
-0.56254,-1.34986,-0.04395,0,0.2816,-1.72669,1.22703
-2.30826,-0.87112,-0.65767,1,3.35367,-0.29026,-10.2406
-0.85857,-0.37135,1.55424,0,1.59146,-2.24106,-1.56974
1.48206,-0.05969,-0.2779,1,2.23679,-0.53302,-1.43899
0.65685,-0.62818,-0.5122,1,0.59546,0.57671,-0.10523
2.74003,-0.85486,-0.66786,1,2.46771,1.60473,-3.95097
2.37573,0.25028,-0.26127,1,4.58724,-0.41155,2.52196
2.31964,1.28675,1.47689,1,0.24369,-1.68312,6.28654
-0.6074,-1.51493,0.16783,0,0.21969,0.33878,1.31826
-2.1409,0.60398,0.88765,0,3.35711,-2.68107,-3.59805
-2.78831,0.61125,0.5443,0,4.27947,-1.27013,-7.11126
-2.11824,0.37517,-0.04882,0,0.76222,0.83308,-4.41528
-2.79134,0.57596,-1.10641,0,1.02255,1.88657,-9.47639
-0.93313,0.54441,1.17233,1,0.23314,-1.80322,4.18453
-0.9546,0.96401,1.12164,0,4.78297,-0.20856,-1.42068
1.85513,-0.06116,0.32226,0,3.37388,0.66549,2.97559
0.41833,-0.27417,-1.22906,0,4.08799,-0.9574,0.71321
0.5151,-0.74462,-0.84101,0,4.17014,-0.75818,1.49298
-0.09136,2.63234,1.13736,1,3.79139,0.49712,5.37103
0.95595,-0.77975,-1.86216,1,0.09242,-0.19556,-1.20747
-0.20358,1.21799,0.63769,1,1.62629,-0.9303,3.89023
-1.26117,0.0275,0.53862,1,1.59866,-0.6667,-1.14557
-0.68734,0.48486,0.02391,1,2.66142,-1.46527,0.83494
-0.51703,1.26982,1.29663,1,0.25641,1.28765,2.55965
-2.51741,1.61227,0.85716,1,3.35187,0.18935,-8.67948
-1.41593,-1.80168,-1.83274,0,3.28891,0.24911,-0.90245
0.77381,0.16664,-0.50374,0,3.82258,0.3024,3.44003
-1.47847,-0.91403,0.02238,0,3.0933,0.48257,-3.81835
0.17148,-0.78252,0.2669,1,4.04098,1.32527,1.02729
-0.57109,-1.232,-1.19373,1,2.30232,-0.12728,-2.24861
-2.11168,-0.42738,1.17224,1,4.92907,1.17999,-5.84047
-1.40102,0.53902,1.24729,1,1.96832,0.62154,1.92646
-0.09418,1.53558,-0.31059,0,3.81778,-0.47706,0.59783
1.35223,0.84619,-0.56048,1,3.16708,-0.37946,1.3002
0.07879,-1.62083,-2.07813,1,2.84874,0.03994,-2.24545
-0.00372,0.60003,1.47931,0,4.2919,-0.55646,3.15466
1.0026,0.49238,0.03037,1,2.31283,-0.26879,4.02064
2.99082,-0.7502,-0.97105,1,4.6417,1.20813,-3.15627
-2.6927,0.01095,-0.44555,0,1.64563,0.43917,-10.52951
1.10625,0.43691,0.10327,1,4.3449,2.23068,4.4772
-1.16943,-1.01814,-0.50669,1,2.97607,2.38516,-4.04704
-1.64718,-0.64161,-0.07785,0,3.69546,-0.76246,-5.1636
2.195,0.66269,1.11744,0,3.91508,-0.03987,3.92091
-2.58617,0.12106,0.44251,0,2.17903,0.02048,-8.49349
-0.61494,-0.37916,-1.1156,0,4.44924,-1.46894,0.00493
0.6189,-0.15629,-0.27967,0,3.26141,-0.17656,1.7789
2.45996,0.10484,0.43512,1,2.3519,0.91964,-0.5032
2.29918,-0.03395,-0.08493,0,3.85665,-0.23061,-0.55118
1.21766,0.42824,0.59651,1,1.40207,0.21921,6.29479
2.97547,1.57793,0.30655,0,4.25162,-0.61665,-1.94813
-2.63705,0.21084,0.22027,0,4.97109,0.70798,-7.10916
2.64509,1.07324,3.06756,0,0.03515,0.00477,2.17605
-2.8228,-0.8286,-0.57587,0,4.27755,0.08626,-12.60341
-2.4684,1.99095,0.68476,1,1.85233,1.32628,-7.29163
2.82689,-1.15094,-1.2944,1,1.26218,-0.44438,-1.95444
-1.147,0.52433,-0.89932,0,2.43431,-1.3267,-0.16706
0.61447,0.43324,0.52971,0,4.14986,-1.15664,4.53314
-0.92172,-0.04522,-0.22624,0,4.57618,-0.77781,-1.22545
-1.20496,-0.05081,0.29301,0,1.89232,0.35337,-2.43451
2.01047,-1.26736,-0.93026,0,3.52905,0.25803,0.74707
-1.17496,1.60359,0.92458,1,1.89473,-0.39098,0.0213
2.24037,0.19341,0.94576,1,0.79256,-1.41036,4.53232
-1.22255,0.6141,0.23369,0,0.34096,0.93431,0.29284
-1.86493,0.62483,1.28303,0,0.73817,0.32949,-2.73818
2.11516,-0.12831,-0.3623,1,4.27861,0.36171,-0.49967
-0.57351,0.36068,-0.40464,1,2.82578,0.34321,0.31904
-0.97688,1.53152,0.74163,1,1.25561,0.24367,-0.76936
1.45641,1.50328,0.4008,1,3.16032,-0.807,1.08834
0.47984,-0.91044,0.07312,1,4.82811,0.32086,2.20079
0.72309,-0.94091,-0.42735,1,1.68026,1.54921,0.34974
1.87724,-0.82948,-1.24824,0,2.66482,0.29396,4.3604
-0.35339,0.52976,-0.19069,1,2.07028,-0.19199,1.69081
-1.8506,1.23938,1.14252,1,1.86849,-2.25357,-4.0553
1.14664,-0.34887,-0.48291,1,3.04462,1.82499,-0.67861
-0.06381,1.1727,1.11549,0,1.17944,-1.33514,0.5224
2.48473,-2.08808,-2.5011,1,4.8725,-0.46074,-4.6733
-0.96603,0.96479,0.24338,0,3.96034,0.0936,14.56501
-1.06833,0.93014,0.50861,1,4.57212,-0.22541,1.19595
-0.22175,0.38413,0.41629,0,3.93123,-0.96078,2.1713
1.29323,0.18486,0.52238,0,0.37514,0.99531,1.56464
-2.3663,0.78101,0.33869,1,3.54107,-1.16338,-5.51101
-1.45247,-0.28553,-0.15632,1,0.13409,0.74021,-3.98959
0.41346,-0.97741,0.17282,0,3.78205,-0.29889,0.9348
1.03292,-0.3481,-1.37375,1,2.67561,0.42097,-1.89279
-2.03503,-0.81389,-0.95753,0,1.43299,-0.26102,-7.46509
-2.49424,0.63675,0.21881,1,2.46905,0.74857,-5.13156
1.94832,1.23875,-0.73518,0,2.96284,-0.90228,-0.33067
2.07188,-0.06724,-0.23185,0,3.98291,-0.50866,3.29246
0.87716,-0.50236,-1.15882,1,2.23249,0.32725,-2.12939
0.77572,-0.64691,-0.18445,1,1.87194,-0.62199,-1.06653
-2.20185,-0.58764,0.01,0,4.70102,0.62091,-4.20453
2.38082,0.4647,0.1801,1,1.58278,1.12446,2.73539
1.42982,0.06347,-0.1941,1,4.00919,1.18415,1.97179
0.97573,0.95938,0.78982,1,1.79677,1.11053,5.13474
-1.6847,-0.83558,-0.25132,0,3.033,-0.71022,-4.72572
2.31553,0.61205,1.23675,0,4.20154,0.63344,2.96048
-1.12931,0.54403,1.96165,1,1.63634,-0.98519,3.83262
-1.18975,-0.20762,0.8931,1,1.42415,-0.86065,-0.78383
1.24925,-1.77982,-2.01675,0,3.39811,-0.57803,3.74795
2.76017,0.01004,0.97142,0,3.01284,-0.49939,3.21672
-2.05819,-1.11346,-0.00634,0,3.53863,-0.10653,-5.38259
1.17454,-0.63229,0.7636,1,0.28402,2.2623,3.51905
-1.57756,0.5864,1.3675,1,3.98961,-0.24063,1.22459
-0.72553,-0.63778,0.174,0,3.21293,-0.83103,-1.42697
-0.22067,2.15788,2.63099,0,2.19738,0.93623,1.71664
-2.27631,-0.18675,-1.42205,0,1.04046,0.04607,-9.06011
1.46247,-1.42538,-1.55161,0,3.81279,0.31018,4.88752
0.51884,-0.20271,-0.53345,0,3.57374,-0.83437,0.05653
2.69125,-1.6205,-1.40299,0,2.84027,1.7537,0.69404
0.93675,-0.31556,-0.03098,0,2.65183,0.09603,2.13504
-0.35323,-1.00792,-1.69552,0,4.89209,-0.84849,0.15303
-2.34958,-0.47189,-0.7549,0,1.03308,-0.30637,-8.0674
